ticket_type,priority,urgency,category_level_1,category_level_2,category_level_3,location,entity,service_label,origin,created_hour,created_day_of_week,is_weekend,description_length,is_long_resolution
Demande,,,Demande de service,Application métier,SAGE X3,,PHENIX,Création Identification Compte Client,,11,1,False,104,False
Demande,,,Demande de service,Application métier,SAGE X3,,PHENIX,Création Identification Compte Client,,11,1,False,104,False
Demande,,,Demande de service,Application métier,SAGE X3,,PHENIX,Création Identification Compte Client,,11,1,False,104,False
Demande,,,Demande de service,Application métier,SAGE X3,,PHENIX,Création Identification Compte Client,,11,1,False,104,False
Demande,,,Demande de service,Application métier,SAGE X3,,PHENIX,Création Identification Compte Client,,11,1,False,104,False
Demande,,,Demande de service,Application métier,SAGE X3,,PHENIX,Création Identification Compte Client,,11,1,False,104,False
Demande,,,Demande de service,Application métier,SAGE X3,,PHENIX,Création Identification Compte Client,,11,1,False,104,False
Demande,,,Demande de service,Autres,,,TEXA SERVICES,Autres,,11,1,False,463,True
Demande,,,Demande de service,Application métier,SAGE X3,,PHENIX,Création Identification Compte Client,,11,1,False,98,False
Demande,,,Demande de service,Application métier,Ringover,VALENCE,TEXA SERVICES,Demande d'accès,,11,1,False,68,False
Demande,,,Demande de service,Application métier,ITEX PHONE,NIORT,TEXA SERVICES,Demande de paramétrage,,11,1,False,0,False
Demande,,,Demande de service,Matériel,Téléphonie,TOULON,TEXA SERVICES,Remplacement de mon téléphone mobile,,10,1,False,66,False
Demande,,,Demande de service,Application métier,Ringover,VALENCE,TEXA,Ringover,,9,1,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,CAEN,STELLIANT,Création Identification Compte Client,,9,1,False,67,False
Demande,,,Demande de service,Matériel,Informatique,,TEXA SERVICES,Souris ergonomique,,8,1,False,0,False
Demande,,,Demande de service,Application métier,Avensys,LILLE,CLE,Avensys,,18,0,False,271,False
Demande,,,Demande de service,Application métier,SAGE X3,,PHENIX,Création Identification Compte Client,,17,0,False,98,False
Demande,,,Demande de service,Matériel,,RENNES,TEXA,Matériel,,17,0,False,536,False
Demande,,,Demande de service,Application métier,SINERGIE,Vitrolles,TEXA SERVICES,SINERGIE,,16,0,False,54,False
Demande,,,Demande de service,Application métier,SAGE X3,,PHENIX,Création Identification Compte Client,,16,0,False,98,False
Demande,,,Demande de service,Application métier,Ringover,RENNES,GEOP,Ringover,,15,0,False,29,True
Demande,,,Demande de service,Application métier,MICROSOFT DYNAMICS AX,,TGS,Demande de paramétrage,,15,0,False,106,False
Demande,,,Demande de service,Logiciel Bureautique,,,STELLIANT,Logiciel Bureautique,,15,0,False,37,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,PLATEFORME SUD EST,TEXA,Création compte,,15,0,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,,PHENIX,Création Identification Compte Client,,15,0,False,98,False
Demande,,,Demande de service,Application métier,Ringover,,SES,Demande d'accès,,14,0,False,64,False
Demande,,,Demande de service,Application métier,SAGE X3,,PHENIX,Création Identification Compte Client,,14,0,False,99,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GMC,Création compte,,14,0,False,0,False
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,14,0,False,0,False
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,14,0,False,0,False
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,14,0,False,0,False
Demande,,,Demande de service,Application métier,Ringover,,SES,Demande d'accès,,13,0,False,82,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GMC,Création compte,,13,0,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,BOURGES CNG,TEXA,Création compte,,11,0,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,,GMC,Ajout de droit d’accès à une BAL partagée,,11,0,False,207,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,EURISK RENNES,EURISK,Création compte,,11,0,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,,PHENIX,Création Identification Compte Client,,11,0,False,99,False
Demande,,,Demande de service,Application métier,INTRANET,RENNES,GEOP,INTRANET,,10,0,False,219,False
Demande,,,Demande de service,Application métier,Ringover,ORLEANS CNG,TEXA SERVICES,Ringover,,10,0,False,43,False
Demande,,,Demande de service,Matériel,Téléphonie,PARIS LA DEFENSE,GEOSYNTHESE,Remplacement de mon téléphone mobile,,9,0,False,65,False
Demande,,,Demande de service,Matériel,Informatique,MONACO,TEXA,Ecran,,10,4,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,BORDEAUX,TEXA_SERVICES,Modification Liste de Diffusion,,15,3,False,371,True
Demande,,,Demande de service,Application métier,SAGE X3,,GEOSYNTHESE,Création Identification Compte Client,,14,3,False,109,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,EURISK NANTES,EURISK,Ajout de droit d’accès à une BAL partagée,,14,3,False,152,False
Demande,,,Demande de service,06_Reporting,Reporting - Affectation modification d'un collaborateur,GRENOBLE,TEXA,Reporting - Affectation modification d'un collaborateur,,14,3,False,223,False
Demande,,,Demande de service,Application métier,SAGE X3,,GEOSYNTHESE,Création Identification Compte Client,,14,3,False,135,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,STELLIANT,Accés Répertoire partagé,,13,3,False,37,False
Demande,,,Demande de service,Application métier,SAGE X3,,GEOSYNTHESE,Création Identification Compte Client,,13,3,False,105,False
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,12,3,False,107,False
Demande,,,Demande de service,Matériel,Equipements Expert,STRASBOURG,TEXA,Amiante,,12,3,False,162,False
Demande,,,Demande de service,Application métier,Ringover,Vitrolles,SES,Ringover,,11,3,False,45,True
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GMC,Création compte,,11,3,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,,EXTERNE,Création Identification Compte Client,,11,3,False,105,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,EXTERNE,Création compte,,11,3,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,BORDEAUX,PHENIX,Création compte,,11,3,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,BORDEAUX,PHENIX,Création compte,,10,3,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,PLATEFORME SUD EST,TEXA,Création compte,,10,3,False,0,False
Demande,,,Demande de service,Matériel,Téléphonie,BREST,TEXA,Remplacement de mon téléphone mobile,,9,3,False,65,True
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,9,3,False,0,False
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,9,3,False,0,False
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,9,3,False,0,False
Demande,,,Demande de service,Application métier,SALESFORCE,,INQUEST,Demande de paramétrage,,9,3,False,37,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,LILLE,TGS,Messagerie - Message d'absence,,8,3,False,37,False
Demande,,,Demande de service,Application métier,Ringover,,CGI,Demande d'accès,,18,2,False,91,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,STELLIANT,Création compte,,18,2,False,0,False
Demande,,,Demande de service,Autres,,,EXTERNE,Autres,,16,2,False,0,False
Demande,,,Demande de service,Application métier,SINERGIE,,TEXA,Demande de paramétrage,,16,2,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,TOULOUSE,GMC,Messagerie - Message d'absence,,16,2,False,171,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,,GMC,Messagerie - Message d'absence,,15,2,False,456,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,,GMC,Ajout de droit d’accès à une BAL partagée,,15,2,False,152,False
Demande,,,Demande de service,06_Reporting,Reporting - Rapport,MARSEILLE,STELLIANT,Reporting - Rapport,,15,2,False,37,True
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,14,2,False,72,False
Demande,,,Demande de service,Matériel,Informatique,NANTES,,Kit d'arrivée,,14,2,False,37,False
Demande,,,Demande de service,Autres,,,TEXA SERVICES,Autres,,14,2,False,151,False
Demande,,,Demande de service,Application métier,SAGE X3,,GEOSYNTHESE,Création Identification Compte Client,,14,2,False,105,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,RENNES,GEOP,Ajout de droit d’accès à une BAL partagée,,13,2,False,121,False
Demande,,,Demande de service,Application métier,Avensys,,TEXA,Avensys,,11,2,False,0,False
Demande,,,Demande de service,Application métier,Avensys,,TEXA,Demande d'accès,,10,2,False,0,False
Demande,,,Demande de service,Application métier,Soluce,RENNES,GEOP,Demande d'accès,,10,2,False,74,False
Demande,,,Demande de service,Application métier,ITEX,RENNES,GEOP,ITEX,,10,2,False,18,False
Demande,,,Demande de service,Application métier,Ringover,,TEXA SERVICES,Demande d'accès,,9,2,False,65,False
Demande,,,Demande de service,Matériel,Equipements Expert,EURISK DIJON,EURISK,Lampe frontale ATEX LED,,9,2,False,148,False
Demande,,,Demande de service,Matériel,Equipements Expert,EURISK DIJON,EURISK,Gilet jaune,,9,2,False,148,False
Demande,,,Demande de service,Application métier,SAGE X3,CAEN,STELLIANT,Création Identification Compte Client,,9,2,False,105,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,,GMC,Création d'une boite mail partagée,,8,2,False,234,False
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,8,2,False,0,False
Demande,,,Demande de service,Application métier,Avensys,NANTES,CLE,Demande d'accès,,17,1,False,193,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,,GEOP,Création Liste de Diffusion,,15,1,False,0,False
Demande,,,Demande de service,Application métier,ITEX,Vitrolles,TEXA SERVICES,ITEX,,14,1,False,125,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,,TEXA SERVICES,Ajout de droit d’accès à une BAL partagée,,14,1,False,37,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,VALENCE,CLE EXPERTISES,Création d'une boite mail partagée,,14,1,False,450,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,TEXA SERVICES,Création compte,,13,1,False,0,False
Demande,,,Demande de service,Application métier,ITEX,,TGS,ITEX,,12,1,False,73,False
Demande,,,Demande de service,Matériel,Informatique,,PHENIX,Souris ergonomique,,12,1,False,0,True
Demande,,,Demande de service,Matériel,Informatique,,PHENIX,Clavier,,12,1,False,18,True
Demande,,,Demande de service,Application métier,SINERGIE,BOURGES CNG,TEXA,SINERGIE,,11,1,False,0,False
Demande,,,Demande de service,Application métier,SINERGIE,BOURGES CNG,TEXA,SINERGIE,,11,1,False,0,False
Demande,,,Demande de service,Matériel,Téléphonie,,TEXA,Téléphone + Carte SIM,,11,1,False,54,True
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,10,1,False,99,False
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,10,1,False,89,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GEOP,Création compte,,10,1,False,65,True
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,9,1,False,99,False
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,9,1,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,9,1,False,99,False
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,9,1,False,98,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GMC,Création compte,,22,0,False,0,False
Demande,,,Demande de service,Application métier,ITEX,,TEXA,ITEX,,17,0,False,12,False
Demande,,,Demande de service,Application métier,Ringover,BOURGES CNG,TEXA SERVICES,Ringover,,16,0,False,133,True
Demande,,,Demande de service,Matériel,Informatique,RENNES,TEXA,Chargeur allume-cigare,,16,0,False,124,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,STELLIANT,Accés Répertoire partagé,,15,0,False,37,True
Demande,,,Demande de service,Application métier,Ringover,,CGI,Demande d'accès,,15,0,False,24,True
Demande,,,Demande de service,Application métier,SAGE X3,,GEOSYNTHESE,Création Identification Compte Client,,15,0,False,102,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GEOP,Création compte,,14,0,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,,TEXA,Ajout de droit d’accès à une BAL partagée,,13,0,False,340,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,TOULON,TEXA,Création Liste de Diffusion,,12,0,False,316,True
Demande,,,Demande de service,Logiciel Bureautique,Office365,NANTES,GMC,Messagerie - Message d'absence,,12,0,False,90,False
Demande,,,Demande de service,Application métier,ASANA,,INQUEST,ASANA,,11,0,False,198,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,DIJON,TEXA SERVICES,Messagerie - Message d'absence,,11,0,False,37,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,11,0,False,106,False
Demande,,,Demande de service,Application métier,MICROSOFT DYNAMICS AX,,TGS,Demande de paramétrage,,11,0,False,102,False
Demande,,,Demande de service,Matériel,Informatique,BORDEAUX,TGS,Casque,,11,0,False,55,True
Demande,,,Demande de service,Matériel,Equipements Expert,NANTES,TEXA SERVICES,Nouvel humitest,,11,0,False,153,False
Demande,,,Demande de service,Application métier,ABRAXIO,BOURGES CNG,TEXA,Demande d'accès,,11,0,False,380,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,GEOP NICE,GEOP,Création compte,,11,0,False,0,False
Demande,,,Demande de service,Application métier,MICROSOFT DYNAMICS AX,LILLE,TEXA,Demande de paramétrage,,10,0,False,63,True
Demande,,,Demande de service,Matériel,Equipements Expert,PAU,TEXA,Nouvel humitest,,10,0,False,159,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,REIMS,TEXA,Ajout de droit d’accès à une BAL partagée,,9,0,False,0,False
Demande,,,Demande de service,Application métier,INTRANET,,INQUEST,INTRANET,,9,0,False,37,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,EURISK MONTPELLIER,EURISK,Ajout de droit d’accès à une BAL partagée,,8,0,False,0,False
Demande,,,Demande de service,Autres,,EURISK LILLE,EURISK,Autres,,21,6,True,184,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,LYON,GEOP,Messagerie - Message d'absence,,17,3,False,215,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,INQUEST,Création compte,,17,3,False,0,False
Demande,,,Demande de service,Application métier,Ringover,,CGI,Demande d'accès,,17,3,False,44,True
Demande,,,Demande de service,Logiciel Bureautique,Windows,NANTES,GMC,Création compte,,16,3,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GMC,Création compte,,16,3,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,EURISK LYON,EURISK,Création compte,,16,3,False,0,False
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,15,3,False,0,False
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,15,3,False,0,False
Demande,,,Demande de service,Application métier,ITEX,Vitrolles,GMC,ITEX,,15,3,False,81,True
Demande,,,Demande de service,Autres,,,GEOP,Autres,,14,3,False,116,True
Demande,,,Demande de service,Logiciel Bureautique,Office365,,TEXA,Ajout de droit d’accès à une BAL partagée,,14,3,False,48,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,,EXTERNE,Ajout de droit d’accès à une BAL partagée,,12,3,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,,TGS,Ajout de droit d’accès à une BAL partagée,,11,3,False,171,False
Demande,,,Demande de service,06_Reporting,Reporting - Rapport,NANTES,TEXA,Reporting - Rapport,,11,3,False,37,True
Demande,,,Demande de service,Application métier,EXPENSYA,,TEXA SERVICES,Demande d'accès,,10,3,False,60,True
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,10,3,False,105,True
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,9,3,False,82,False
Demande,,,Demande de service,Autres,,PARIS LA DEFENSE,TEXA SERVICES,Autres,,8,3,False,0,False
Demande,,,Demande de service,Matériel,Informatique,NICE,CLE EXPERTISES,Souris ergonomique,,8,3,False,289,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,MARSEILLE,TEXA,Ajout de droit d’accès à une BAL partagée,,7,3,False,158,False
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,16,2,False,105,False
Demande,,,Demande de service,Application métier,EXPENSYA,,FPS,Demande d'accès,,16,2,False,452,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,CAEN,TEXA SERVICES,Création d'un alias,,15,2,False,37,False
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,15,2,False,0,False
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,15,2,False,0,False
Demande,,,Demande de service,Application métier,Ringover,,VOXENS,Ringover,,15,2,False,430,True
Demande,,,Demande de service,Application métier,SINERGIE,,GMC,Demande d'accès,,15,2,False,37,True
Demande,,,Demande de service,Autres,,,EXTERNE,Autres,,11,2,False,72,False
Demande,,,Demande de service,Matériel,Téléphonie,,TEXA SERVICES,Remplacement de mon téléphone mobile,,11,2,False,66,True
Demande,,,Demande de service,Application métier,Ringover,,VOXENS,Ringover,,11,2,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,CAEN,STELLIANT,Création Identification Compte Client,,11,2,False,45,False
Demande,,,Demande de service,Matériel,Informatique,,GMC,Cable réseau,,10,2,False,55,True
Demande,,,Demande de service,Application métier,SAGE X3,CAEN,STELLIANT,Création Identification Compte Client,,10,2,False,51,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,NANTES,GMC,Accés Répertoire partagé,,10,2,False,37,True
Demande,,,Demande de service,Application métier,gREN,,STELLIANT,gREN,,10,2,False,37,False
Demande,,,Demande de service,Application métier,monVEOS,,STELLIANT,monVEOS,,9,2,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,CAEN,STELLIANT,Création Identification Compte Client,,8,2,False,84,False
Demande,,,Demande de service,Matériel,Informatique,,,Kit d'arrivée,,17,1,False,37,True
Demande,,,Demande de service,Matériel,Téléphonie,LILLE,TEXA SERVICES,Remplacement de mon téléphone mobile,,15,1,False,31,True
Demande,,,Demande de service,Logiciel Bureautique,Office365,MONTPELLIER,TEXA SERVICES,Ajout de droit d’accès à une BAL partagée,,15,1,False,342,True
Demande,,,Demande de service,Application métier,ITEX,ORLEANS CNG,CELLINKS,ITEX,,15,1,False,175,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,,INQUEST,Création d'une boite mail partagée,,14,1,False,139,True
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,14,1,False,0,False
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,14,1,False,0,False
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,14,1,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,STELLIANT,Accés Répertoire partagé,,14,1,False,14,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,EXTERNE,Accés Répertoire partagé,,14,1,False,566,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,CGI,Création compte,,14,1,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,DIJON,TEXA,Messagerie - Message d'absence,,14,1,False,149,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GMC,Création compte,,13,1,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,,GEOP,Création Identification Compte Client,,11,1,False,0,False
Demande,,,Demande de service,Application métier,SINERGIE,,GMC,Demande d'accès,,11,1,False,37,True
Demande,,,Demande de service,Application métier,ASANA,MARSEILLE,INQUEST,ASANA,,11,1,False,300,True
Demande,,,Demande de service,Application métier,Ringover,,CGI,Demande d'accès,,11,1,False,58,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GMC,Création compte,,10,1,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,10,1,False,41,False
Demande,,,Demande de service,Application métier,SINERGIE,,GMC,Demande d'accès,,10,1,False,71,True
Demande,,,Demande de service,Application métier,SINERGIE,,GMC,Demande d'accès,,10,1,False,37,True
Demande,,,Demande de service,Logiciel Bureautique,Windows,,STELLIANT,Création compte,,10,1,False,0,False
Demande,,,Demande de service,Application métier,SINERGIE,,GMC,Demande d'accès,,10,1,False,58,True
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,10,1,False,75,False
Demande,,,Demande de service,Application métier,SAGE X3,,GEOSYNTHESE,Création Identification Compte Client,,10,1,False,86,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,TEXA,Création compte,,10,1,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,9,1,False,82,False
Demande,,,Demande de service,Logiciel Bureautique,,ORLEANS,VOXENS,Logiciel Bureautique,,9,1,False,426,False
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,8,1,False,82,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,DIJON,TEXA,Messagerie - Message d'absence,,8,1,False,253,False
Demande,,,Demande de service,Application métier,SAGE X3,,EXTERNE,Création Identification Compte Client,,18,0,False,75,False
Demande,,,Demande de service,Application métier,OPTIM,BOURGES CNG,TEXA,Demande d'accès,,17,0,False,411,False
Demande,,,Demande de service,Matériel,Equipements Expert,NANTES,TEXA,Gilet jaune,,17,0,False,63,True
Demande,,,Demande de service,Matériel,Equipements Expert,NANTES,TEXA,Casque de chantier,,16,0,False,17,False
Demande,,,Demande de service,Matériel,Equipements Expert,NANTES,TEXA,Chaussure de sécurité,,16,0,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,EURISK LILLE,EURISK,Création compte,,16,0,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,16,0,False,75,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,ORLEANS,VOXENS,Création compte,,16,0,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,GRENOBLE,TEXA,Création compte,,15,0,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,ORLEANS CNG,TEXA,Création compte,,15,0,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,11,0,False,84,False
Demande,,,Demande de service,Autres,,LILLE,TEXA,Autres,,11,0,False,37,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,NANTES,GMC,Messagerie - Message d'absence,,11,0,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,TOULOUSE,GMC,Messagerie - Message d'absence,,11,0,False,80,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,NANTES,GMC,Messagerie - Message d'absence,,11,0,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,TOULOUSE,GMC,Messagerie - Message d'absence,,11,0,False,37,False
Demande,,,Demande de service,Application métier,SAGE X3,,EXTERNE,Création Identification Compte Client,,10,0,False,82,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,10,0,False,41,False
Demande,,,Demande de service,Application métier,Ringover,BOURGES CNG,TEXA,Ringover,,9,0,False,118,False
Demande,,,Demande de service,Application métier,SINERGIE,,GMC,SINERGIE,,9,0,False,102,True
Demande,,,Demande de service,Logiciel Bureautique,Windows,ORLEANS,VOXENS,Création compte,,9,0,False,0,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,ORLEANS,VOXENS,Création compte,,8,0,False,0,False
Demande,,,Demande de service,06_Reporting,Reporting - Ajout_Chgt d'un destinataire,AVIGNON,TEXA,Reporting - Ajout/Chgt d'un destinataire,,8,0,False,44,True
Demande,,,Demande de service,Matériel,Informatique,ORLEANS,TEXA,Retour UPS,,8,0,False,37,False
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,8,0,False,75,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,ORLEANS,VOXENS,Création compte,,16,4,False,0,False
Demande,,,Demande de service,Application métier,Ringover,,CGI,Demande d'accès,,16,4,False,34,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,15,4,False,75,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,,STELLIANT,Création compte,,15,4,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,15,4,False,75,False
Demande,,,Demande de service,Application métier,Ringover,,CGI,Demande d'accès,,15,4,False,202,True
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,15,4,False,75,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,15,4,False,75,False
Demande,,,Demande de service,Logiciel Bureautique,Windows,VALENCE,TEXA,Création compte,,15,4,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,14,4,False,75,False
Demande,,,Demande de service,Application métier,SAGE X3,,STELLIANT,Création Identification Compte Client,,14,4,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,,GEOP,Création Identification Compte Client,,14,4,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,14,4,False,75,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,14,4,False,75,False
Demande,,,Demande de service,Application métier,SAGE X3,,STELLIANT,Création Identification Compte Client,,14,4,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,14,4,False,75,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,14,4,False,75,False
Demande,,,Demande de service,Matériel,Equipements Expert,NIORT,TEXA SERVICES,Masque de protection,,14,4,False,54,True
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,14,4,False,75,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,13,4,False,75,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,13,4,False,75,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,,EURISK,Ajout de droit d’accès à une BAL partagée,,13,4,False,96,False
Demande,,,Demande de service,Logiciel Bureautique,Office365,,EURISK,Ajout de droit d’accès à une BAL partagée,,13,4,False,96,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,12,4,False,0,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,12,4,False,85,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,12,4,False,81,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,11,4,False,81,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,11,4,False,74,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,11,4,False,84,False
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,11,4,False,77,False
