ticket_type,priority,urgency,category_level_1,category_level_2,category_level_3,location,entity,service_label,origin,created_hour,created_day_of_week,is_weekend,description_length,resolver_group
Demande,,,Demande de service,Application métier,SAGE X3,,GEOSYNTHESE,Création Identification Compte Client,,13,3,False,105,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,12,3,False,107,HD3 – référentiel clients
Demande,,,Demande de service,Matériel,Equipements Expert,STRASBOURG,TEXA,Amiante,,12,3,False,162,HD1_ACHAT
Demande,,,Demande de service,Application métier,Ringover,Vitrolles,SES,Ringover,,11,3,False,45,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GMC,Création compte,,11,3,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,,EXTERNE,Création Identification Compte Client,,11,3,False,105,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Windows,,EXTERNE,Création compte,,11,3,False,0,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,BORDEAUX,PHENIX,Création compte,,11,3,False,0,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,BORDEAUX,PHENIX,Création compte,,10,3,False,0,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,PLATEFORME SUD EST,TEXA,Création compte,,10,3,False,0,HD1_FRONT
Demande,,,Demande de service,Matériel,Téléphonie,BREST,TEXA,Remplacement de mon téléphone mobile,,9,3,False,65,HD1_ACHAT
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,9,3,False,0,HD1_kiosqueIT
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,9,3,False,0,HD1_kiosqueIT
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,9,3,False,0,HD1_kiosqueIT
Demande,,,Demande de service,Logiciel Bureautique,Office365,LILLE,TGS,Messagerie - Message d'absence,,8,3,False,37,HD1_FRONT
Demande,,,Demande de service,Application métier,Ringover,,CGI,Demande d'accès,,18,2,False,91,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,,STELLIANT,Création compte,,18,2,False,0,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,TOULOUSE,GMC,Messagerie - Message d'absence,,16,2,False,171,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,,GMC,Messagerie - Message d'absence,,15,2,False,456,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,,GMC,Ajout de droit d’accès à une BAL partagée,,15,2,False,152,HD1_FRONT
Demande,,,Demande de service,06_Reporting,Reporting - Rapport,MARSEILLE,STELLIANT,Reporting - Rapport,,15,2,False,37,HD3_REPORTING
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,14,2,False,72,HD3 – référentiel clients
Demande,,,Demande de service,Matériel,Informatique,NANTES,,Kit d'arrivée,,14,2,False,37,HD3_BUR / GESTION DE PARC
Demande,,,Demande de service,Autres,,,TEXA SERVICES,Autres,,14,2,False,151,HD2_SUPPORT
Demande,,,Demande de service,Application métier,SAGE X3,,GEOSYNTHESE,Création Identification Compte Client,,14,2,False,105,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Office365,RENNES,GEOP,Ajout de droit d’accès à une BAL partagée,,13,2,False,121,HD1_FRONT
Demande,,,Demande de service,Application métier,Avensys,,TEXA,Avensys,,11,2,False,0,HD2_SUPPORT
Demande,,,Demande de service,Application métier,ITEX,RENNES,GEOP,ITEX,,10,2,False,18,HD1_FRONT
Demande,,,Demande de service,Application métier,Ringover,,TEXA SERVICES,Demande d'accès,,9,2,False,65,HD1_FRONT
Demande,,,Demande de service,Matériel,Equipements Expert,EURISK DIJON,EURISK,Lampe frontale ATEX LED,,9,2,False,148,HD1_ACHAT
Demande,,,Demande de service,Matériel,Equipements Expert,EURISK DIJON,EURISK,Gilet jaune,,9,2,False,148,HD1_ACHAT
Demande,,,Demande de service,Application métier,SAGE X3,CAEN,STELLIANT,Création Identification Compte Client,,9,2,False,105,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Office365,,GMC,Création d'une boite mail partagée,,8,2,False,234,HD1_FRONT
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,8,2,False,0,HD1_kiosqueIT
Demande,,,Demande de service,Logiciel Bureautique,Office365,,GEOP,Création Liste de Diffusion,,15,1,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,ITEX,Vitrolles,TEXA SERVICES,ITEX,,14,1,False,125,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,,TEXA SERVICES,Ajout de droit d’accès à une BAL partagée,,14,1,False,37,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,VALENCE,CLE EXPERTISES,Création d'une boite mail partagée,,14,1,False,450,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,,TEXA SERVICES,Création compte,,13,1,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,ITEX,,TGS,ITEX,,12,1,False,73,HD3_BUR / GESTION DE PARC
Demande,,,Demande de service,Matériel,Informatique,,PHENIX,Souris ergonomique,,12,1,False,0,HD3_BUR / GESTION DE PARC
Demande,,,Demande de service,Matériel,Informatique,,PHENIX,Clavier,,12,1,False,18,HD3_BUR / GESTION DE PARC
Demande,,,Demande de service,Application métier,SINERGIE,BOURGES CNG,TEXA,SINERGIE,,11,1,False,0,HD3_MOA PART-PRO-ENT
Demande,,,Demande de service,Application métier,SINERGIE,BOURGES CNG,TEXA,SINERGIE,,11,1,False,0,HD3_MOA PART-PRO-ENT
Demande,,,Demande de service,Matériel,Téléphonie,,TEXA,Téléphone + Carte SIM,,11,1,False,54,HD1_ACHAT
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,10,1,False,99,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,10,1,False,89,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GEOP,Création compte,,10,1,False,65,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,9,1,False,99,HD3 – référentiel clients
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,9,1,False,0,HD1_kiosqueIT
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,9,1,False,99,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,9,1,False,98,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GMC,Création compte,,22,0,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,ITEX,,TEXA,ITEX,,17,0,False,12,HD1_FRONT
Demande,,,Demande de service,Application métier,Ringover,BOURGES CNG,TEXA SERVICES,Ringover,,16,0,False,133,HD1_FRONT
Demande,,,Demande de service,Matériel,Informatique,RENNES,TEXA,Chargeur allume-cigare,,16,0,False,124,HD3_BUR / GESTION DE PARC
Demande,,,Demande de service,Logiciel Bureautique,Windows,,STELLIANT,Accés Répertoire partagé,,15,0,False,37,HD1_FRONT
Demande,,,Demande de service,Application métier,Ringover,,CGI,Demande d'accès,,15,0,False,24,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,,GEOSYNTHESE,Création Identification Compte Client,,15,0,False,102,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GEOP,Création compte,,14,0,False,0,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,,TEXA,Ajout de droit d’accès à une BAL partagée,,13,0,False,340,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,TOULON,TEXA,Création Liste de Diffusion,,12,0,False,316,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,NANTES,GMC,Messagerie - Message d'absence,,12,0,False,90,HD1_FRONT
Demande,,,Demande de service,Application métier,ASANA,,INQUEST,ASANA,,11,0,False,198,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,DIJON,TEXA SERVICES,Messagerie - Message d'absence,,11,0,False,37,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,11,0,False,106,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,MICROSOFT DYNAMICS AX,,TGS,Demande de paramétrage,,11,0,False,102,HD3_BUR / GESTION DE PARC
Demande,,,Demande de service,Matériel,Informatique,BORDEAUX,TGS,Casque,,11,0,False,55,HD3_BUR / GESTION DE PARC
Demande,,,Demande de service,Matériel,Equipements Expert,NANTES,TEXA SERVICES,Nouvel humitest,,11,0,False,153,HD1_ACHAT
Demande,,,Demande de service,Application métier,ABRAXIO,BOURGES CNG,TEXA,Demande d'accès,,11,0,False,380,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,GEOP NICE,GEOP,Création compte,,11,0,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,MICROSOFT DYNAMICS AX,LILLE,TEXA,Demande de paramétrage,,10,0,False,63,HD3_BUR / GESTION DE PARC
Demande,,,Demande de service,Matériel,Equipements Expert,PAU,TEXA,Nouvel humitest,,10,0,False,159,HD1_ACHAT
Demande,,,Demande de service,Logiciel Bureautique,Office365,REIMS,TEXA,Ajout de droit d’accès à une BAL partagée,,9,0,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,INTRANET,,INQUEST,INTRANET,,9,0,False,37,HD2_SUPPORT
Demande,,,Demande de service,Logiciel Bureautique,Office365,EURISK MONTPELLIER,EURISK,Ajout de droit d’accès à une BAL partagée,,8,0,False,0,HD1_FRONT
Demande,,,Demande de service,Autres,,EURISK LILLE,EURISK,Autres,,21,6,True,184,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,LYON,GEOP,Messagerie - Message d'absence,,17,3,False,215,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,,INQUEST,Création compte,,17,3,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,Ringover,,CGI,Demande d'accès,,17,3,False,44,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,NANTES,GMC,Création compte,,16,3,False,0,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,EURISK LYON,EURISK,Création compte,,16,3,False,0,HD1_FRONT
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,15,3,False,0,HD1_kiosqueIT
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,15,3,False,0,HD1_kiosqueIT
Demande,,,Demande de service,Application métier,ITEX,Vitrolles,GMC,ITEX,,15,3,False,81,HD1_FRONT
Demande,,,Demande de service,Autres,,,GEOP,Autres,,14,3,False,116,HD1_kiosqueIT
Demande,,,Demande de service,Logiciel Bureautique,Office365,,TEXA,Ajout de droit d’accès à une BAL partagée,,14,3,False,48,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,,EXTERNE,Ajout de droit d’accès à une BAL partagée,,12,3,False,0,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,,TGS,Ajout de droit d’accès à une BAL partagée,,11,3,False,171,HD1_FRONT
Demande,,,Demande de service,06_Reporting,Reporting - Rapport,NANTES,TEXA,Reporting - Rapport,,11,3,False,37,HD3_REPORTING
Demande,,,Demande de service,Application métier,EXPENSYA,,TEXA SERVICES,Demande d'accès,,10,3,False,60,HD3_BU_CORPORATE_FINANCE
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,10,3,False,105,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,9,3,False,82,HD3 – référentiel clients
Demande,,,Demande de service,Matériel,Informatique,NICE,CLE EXPERTISES,Souris ergonomique,,8,3,False,289,HD1_ACHAT
Demande,,,Demande de service,Logiciel Bureautique,Office365,MARSEILLE,TEXA,Ajout de droit d’accès à une BAL partagée,,7,3,False,158,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,16,2,False,105,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,EXPENSYA,,FPS,Demande d'accès,,16,2,False,452,HD3_AX_EXPENSYA
Demande,,,Demande de service,Logiciel Bureautique,Office365,CAEN,TEXA SERVICES,Création d'un alias,,15,2,False,37,HD1_FRONT
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,15,2,False,0,HD1_kiosqueIT
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,15,2,False,0,HD1_kiosqueIT
Demande,,,Demande de service,Application métier,Ringover,,VOXENS,Ringover,,15,2,False,430,HD1_FRONT
Demande,,,Demande de service,Application métier,SINERGIE,,GMC,Demande d'accès,,15,2,False,37,HD2_MOA_EXPERTISE
Demande,,,Demande de service,Autres,,,EXTERNE,Autres,,11,2,False,72,HD1_FRONT
Demande,,,Demande de service,Matériel,Téléphonie,,TEXA SERVICES,Remplacement de mon téléphone mobile,,11,2,False,66,HD1_ACHAT
Demande,,,Demande de service,Application métier,SAGE X3,CAEN,STELLIANT,Création Identification Compte Client,,11,2,False,45,HD3 – référentiel clients
Demande,,,Demande de service,Matériel,Informatique,,GMC,Cable réseau,,10,2,False,55,HD3_BUR / GESTION DE PARC
Demande,,,Demande de service,Application métier,SAGE X3,CAEN,STELLIANT,Création Identification Compte Client,,10,2,False,51,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Windows,NANTES,GMC,Accés Répertoire partagé,,10,2,False,37,HD1_FRONT
Demande,,,Demande de service,Application métier,gREN,,STELLIANT,gREN,,10,2,False,37,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,CAEN,STELLIANT,Création Identification Compte Client,,8,2,False,84,HD3 – référentiel clients
Demande,,,Demande de service,Matériel,Informatique,,,Kit d'arrivée,,17,1,False,37,HD3_BUR / GESTION DE PARC
Demande,,,Demande de service,Matériel,Téléphonie,LILLE,TEXA SERVICES,Remplacement de mon téléphone mobile,,15,1,False,31,HD1_ACHAT
Demande,,,Demande de service,Logiciel Bureautique,Office365,MONTPELLIER,TEXA SERVICES,Ajout de droit d’accès à une BAL partagée,,15,1,False,342,HD1_FRONT
Demande,,,Demande de service,Application métier,ITEX,ORLEANS CNG,CELLINKS,ITEX,,15,1,False,175,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,,INQUEST,Création d'une boite mail partagée,,14,1,False,139,HD1_FRONT
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,14,1,False,0,HD1_kiosqueIT
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,14,1,False,0,HD1_kiosqueIT
Demande,,,Demande de service,Défense,Check salles de réunion,,EXTERNE,Check salles de réunion,,14,1,False,0,HD1_kiosqueIT
Demande,,,Demande de service,Logiciel Bureautique,Windows,,STELLIANT,Accés Répertoire partagé,,14,1,False,14,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,,EXTERNE,Accés Répertoire partagé,,14,1,False,566,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,,CGI,Création compte,,14,1,False,0,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,DIJON,TEXA,Messagerie - Message d'absence,,14,1,False,149,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GMC,Création compte,,13,1,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,SINERGIE,,GMC,Demande d'accès,,11,1,False,37,HD2_MOA_EXPERTISE
Demande,,,Demande de service,Application métier,ASANA,MARSEILLE,INQUEST,ASANA,,11,1,False,300,HD1_FRONT
Demande,,,Demande de service,Application métier,Ringover,,CGI,Demande d'accès,,11,1,False,58,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,,GMC,Création compte,,10,1,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,10,1,False,41,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SINERGIE,,GMC,Demande d'accès,,10,1,False,71,HD2_MOA_EXPERTISE
Demande,,,Demande de service,Application métier,SINERGIE,,GMC,Demande d'accès,,10,1,False,37,HD2_MOA_EXPERTISE
Demande,,,Demande de service,Logiciel Bureautique,Windows,,STELLIANT,Création compte,,10,1,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,SINERGIE,,GMC,Demande d'accès,,10,1,False,58,HD2_MOA_EXPERTISE
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,10,1,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,,GEOSYNTHESE,Création Identification Compte Client,,10,1,False,86,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Windows,,TEXA,Création compte,,10,1,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,9,1,False,82,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,,ORLEANS,VOXENS,Logiciel Bureautique,,9,1,False,426,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,8,1,False,82,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Office365,DIJON,TEXA,Messagerie - Message d'absence,,8,1,False,253,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,,EXTERNE,Création Identification Compte Client,,18,0,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,OPTIM,BOURGES CNG,TEXA,Demande d'accès,,17,0,False,411,HD3_MOA PART-PRO-ENT
Demande,,,Demande de service,Matériel,Equipements Expert,NANTES,TEXA,Gilet jaune,,17,0,False,63,HD1_ACHAT
Demande,,,Demande de service,Matériel,Equipements Expert,NANTES,TEXA,Casque de chantier,,16,0,False,17,HD1_ACHAT
Demande,,,Demande de service,Matériel,Equipements Expert,NANTES,TEXA,Chaussure de sécurité,,16,0,False,0,HD1_ACHAT
Demande,,,Demande de service,Logiciel Bureautique,Windows,EURISK LILLE,EURISK,Création compte,,16,0,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,16,0,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Windows,ORLEANS,VOXENS,Création compte,,16,0,False,0,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,GRENOBLE,TEXA,Création compte,,15,0,False,0,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,ORLEANS CNG,TEXA,Création compte,,15,0,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,11,0,False,84,HD3 – référentiel clients
Demande,,,Demande de service,Autres,,LILLE,TEXA,Autres,,11,0,False,37,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,TOULOUSE,GMC,Messagerie - Message d'absence,,11,0,False,80,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,TOULOUSE,GMC,Messagerie - Message d'absence,,11,0,False,37,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,,EXTERNE,Création Identification Compte Client,,10,0,False,82,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,10,0,False,41,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,Ringover,BOURGES CNG,TEXA,Ringover,,9,0,False,118,HD1_FRONT
Demande,,,Demande de service,Application métier,SINERGIE,,GMC,SINERGIE,,9,0,False,102,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,ORLEANS,VOXENS,Création compte,,9,0,False,0,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,ORLEANS,VOXENS,Création compte,,8,0,False,0,HD1_FRONT
Demande,,,Demande de service,06_Reporting,Reporting - Ajout_Chgt d'un destinataire,AVIGNON,TEXA,Reporting - Ajout/Chgt d'un destinataire,,8,0,False,44,HD3_MOA_REPORTING
Demande,,,Demande de service,Matériel,Informatique,ORLEANS,TEXA,Retour UPS,,8,0,False,37,HD3_BUR / GESTION DE PARC
Demande,,,Demande de service,Application métier,SAGE X3,,FPS,Création Identification Compte Client,,8,0,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Windows,ORLEANS,VOXENS,Création compte,,16,4,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,Ringover,,CGI,Demande d'accès,,16,4,False,34,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,15,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Windows,,STELLIANT,Création compte,,15,4,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,15,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,Ringover,,CGI,Demande d'accès,,15,4,False,202,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,15,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,15,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Windows,VALENCE,TEXA,Création compte,,15,4,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,14,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,14,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,14,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,14,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,14,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Matériel,Equipements Expert,NIORT,TEXA SERVICES,Masque de protection,,14,4,False,54,HD1_ACHAT
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,14,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,13,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,13,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Office365,,EURISK,Ajout de droit d’accès à une BAL partagée,,13,4,False,96,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Office365,,EURISK,Ajout de droit d’accès à une BAL partagée,,13,4,False,96,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,12,4,False,85,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,12,4,False,81,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,11,4,False,81,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,11,4,False,74,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,11,4,False,84,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,11,4,False,77,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,11,4,False,78,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,BORDEAUX,TEXA,Création Identification Compte Client,,11,4,False,83,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,11,4,False,82,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,11,4,False,84,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,11,4,False,84,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,11,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,11,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Office365,BOURGES CNG,TEXA,Ajout de droit d’accès à une BAL partagée,,10,4,False,108,HD1_FRONT
Demande,,,Demande de service,Application métier,Ringover,GRENOBLE,TEXA,Demande de paramétrage,,10,4,False,37,HD3_APP_TELEPHONIE
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,10,4,False,78,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,10,4,False,75,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,10,4,False,76,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,10,4,False,82,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,10,4,False,74,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Windows,,STELLIANT,Accés Répertoire partagé,,10,4,False,0,HD1_FRONT
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,10,4,False,81,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,9,4,False,82,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,SAGE X3,,INQUEST,Création Identification Compte Client,,9,4,False,40,HD3 – référentiel clients
Demande,,,Demande de service,Logiciel Bureautique,Windows,MONTPELLIER,EURISK,Création compte,,9,4,False,0,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,Vitrolles,GMC,Création compte,,9,4,False,0,HD1_FRONT
Demande,,,Demande de service,Matériel,Equipements Expert,,GMC,Télémètre,,18,3,False,127,HD1_ACHAT
Demande,,,Demande de service,Logiciel Bureautique,Office365,BORDEAUX,TEXA,Messagerie - Message d'absence,,18,3,False,92,HD1_FRONT
Demande,,,Demande de service,Application métier,EXPENSYA,METZ,CLE,Demande d'accès,,17,3,False,37,HD3_BU_CORPORATE_FINANCE
Demande,,,Demande de service,Application métier,SAGE X3,Vitrolles,INQUEST,Création Identification Compte Client,,16,3,False,77,HD3 – référentiel clients
Demande,,,Demande de service,Application métier,MICROSOFT DYNAMICS AX,LE MANS,TEXA,Demande de paramétrage,,16,3,False,165,HD3_BU_CORPORATE_FINANCE
Demande,,,Demande de service,Application métier,Ringover,GRENOBLE,TEXA,Ringover,,15,3,False,0,HD1_FRONT
Demande,,,Demande de service,Logiciel Bureautique,Windows,,TEXA,Création compte,,15,3,False,0,HD1_FRONT
